CICLO,Plaqueta,Cobertura,Ocorreram_impacto,ponto_amostral,ponto_metro,X,nativa,seca_morta
2023,1135,Campestre,Não,100,49.5,serrapilheira,NA,NA
2023,1135,Campestre,Não,100,49.5,nativa,graminoide,NA
2023,1135,Campestre,Não,101,50,serrapilheira,NA,NA
2023,1135,Campestre,Não,101,50,nativa,graminoide,NA
2023,1163,Campestre,Não,1,0,serrapilheira,NA,NA
2023,1163,Campestre,Não,1,0,nativa,graminoide,NA
2023,1163,Campestre,Não,1,0,seca_morta,NA,graminoide
2023,1163,Campestre,Não,1,0,nativa,lianas,NA
2023,1163,Campestre,Não,2,0.5,serrapilheira,NA,NA
2023,1163,Campestre,Não,2,0.5,nativa,graminoide,NA
2023,1163,Campestre,Não,2,0.5,seca_morta,NA,graminoide
2023,1163,Campestre,Não,2,0.5,nativa,lianas,NA
2023,1163,Campestre,Não,3,1,serrapilheira,NA,NA
2023,1163,Campestre,Não,3,1,nativa,graminoide,NA
2023,1163,Campestre,Não,3,1,seca_morta,NA,graminoide
2023,1163,Campestre,Não,4,1.5,serrapilheira,NA,NA
2023,1163,Campestre,Não,4,1.5,nativa,graminoide,NA
2023,1163,Campestre,Não,4,1.5,seca_morta,NA,graminoide
2023,1163,Campestre,Não,4,1.5,nativa,lianas,NA
2023,1163,Campestre,Não,5,2,serrapilheira,NA,NA
2023,1163,Campestre,Não,5,2,nativa,graminoide,NA
2023,1163,Campestre,Não,5,2,seca_morta,NA,graminoide
2023,1163,Campestre,Não,6,2.5,serrapilheira,NA,NA
2023,1163,Campestre,Não,6,2.5,nativa,lianas,NA
2023,1163,Campestre,Não,6,2.5,seca_morta,NA,graminoide
2023,1163,Campestre,Não,7,3,serrapilheira,NA,NA
2023,1163,Campestre,Não,7,3,nativa,graminoide,NA
2023,1163,Campestre,Não,7,3,seca_morta,NA,graminoide
2023,1163,Campestre,Não,7,3,nativa,lianas,NA
2023,1163,Campestre,Não,8,3.5,serrapilheira,NA,NA
2023,1163,Campestre,Não,8,3.5,nativa,graminoide,NA
2023,1163,Campestre,Não,8,3.5,seca_morta,NA,graminoide
2023,1163,Campestre,Não,8,3.5,nativa,lianas,NA
2023,1163,Campestre,Não,9,4,serrapilheira,NA,NA
2023,1163,Campestre,Não,9,4,nativa,graminoide,NA
2023,1163,Campestre,Não,9,4,seca_morta,NA,graminoide
2023,1163,Campestre,Não,9,4,nativa,lianas,NA
2023,1163,Campestre,Não,10,4.5,serrapilheira,NA,NA
2023,1163,Campestre,Não,10,4.5,nativa,lianas,NA
2023,1163,Campestre,Não,10,4.5,seca_morta,NA,graminoide
2023,1163,Campestre,Não,10,4.5,nativa,graminoide,NA
2023,1163,Campestre,Não,11,5,serrapilheira,NA,NA
2023,1163,Campestre,Não,11,5,nativa,lianas,NA
2023,1163,Campestre,Não,11,5,seca_morta,NA,graminoide
2023,1163,Campestre,Não,12,5.5,serrapilheira,NA,NA
2023,1163,Campestre,Não,12,5.5,nativa,lianas,NA
2023,1163,Campestre,Não,12,5.5,seca_morta,NA,graminoide
2023,1163,Campestre,Não,13,6,serrapilheira,NA,NA
2023,1163,Campestre,Não,13,6,nativa,lianas,NA
2023,1163,Campestre,Não,13,6,seca_morta,NA,graminoide
2023,1163,Campestre,Não,14,6.5,serrapilheira,NA,NA
2023,1163,Campestre,Não,14,6.5,nativa,lianas,NA
2023,1163,Campestre,Não,14,6.5,seca_morta,NA,graminoide
2023,1163,Campestre,Não,14,6.5,nativa,graminoide,NA
2023,1163,Campestre,Não,15,7,serrapilheira,NA,NA
2023,1163,Campestre,Não,15,7,nativa,lianas,NA
2023,1163,Campestre,Não,15,7,seca_morta,NA,graminoide
2023,1163,Campestre,Não,15,7,nativa,graminoide,NA
2023,1163,Campestre,Não,16,7.5,serrapilheira,NA,NA
2023,1163,Campestre,Não,16,7.5,nativa,graminoide,NA
2023,1163,Campestre,Não,16,7.5,seca_morta,NA,graminoide
2023,1163,Campestre,Não,16,7.5,nativa,lianas,NA
2023,1163,Campestre,Não,17,8,serrapilheira,NA,NA
2023,1163,Campestre,Não,17,8,nativa,graminoide,NA
2023,1163,Campestre,Não,17,8,seca_morta,NA,graminoide
2023,1163,Campestre,Não,17,8,nativa,lianas,NA
2023,1163,Campestre,Não,18,8.5,serrapilheira,NA,NA
2023,1163,Campestre,Não,18,8.5,nativa,graminoide,NA
2023,1163,Campestre,Não,18,8.5,seca_morta,NA,graminoide
2023,1163,Campestre,Não,18,8.5,nativa,lianas,NA
2023,1163,Campestre,Não,19,9,serrapilheira,NA,NA
2023,1163,Campestre,Não,19,9,nativa,lianas,NA
2023,1163,Campestre,Não,19,9,seca_morta,NA,graminoide
2023,1163,Campestre,Não,20,9.5,serrapilheira,NA,NA
2023,1163,Campestre,Não,20,9.5,nativa,graminoide,NA
2023,1163,Campestre,Não,20,9.5,seca_morta,NA,graminoide
2023,1163,Campestre,Não,20,9.5,nativa,lianas,NA
2023,1163,Campestre,Não,21,10,serrapilheira,NA,NA
2023,1163,Campestre,Não,21,10,nativa,graminoide,NA
2023,1163,Campestre,Não,21,10,seca_morta,NA,graminoide
2023,1163,Campestre,Não,22,10.5,serrapilheira,NA,NA
2023,1163,Campestre,Não,22,10.5,nativa,graminoide,NA
2023,1163,Campestre,Não,22,10.5,seca_morta,NA,graminoide
2023,1163,Campestre,Não,22,10.5,nativa,lianas,NA
2023,1163,Campestre,Não,23,11,serrapilheira,NA,NA
2023,1163,Campestre,Não,23,11,nativa,graminoide,NA
2023,1163,Campestre,Não,23,11,seca_morta,NA,graminoide
2023,1163,Campestre,Não,23,11,nativa,lianas,NA
2023,1163,Campestre,Não,24,11.5,serrapilheira,NA,NA
2023,1163,Campestre,Não,24,11.5,nativa,graminoide,NA
2023,1163,Campestre,Não,24,11.5,seca_morta,NA,graminoide
2023,1163,Campestre,Não,24,11.5,nativa,lianas,NA
2023,1163,Campestre,Não,25,12,serrapilheira,NA,NA
2023,1163,Campestre,Não,25,12,nativa,graminoide,NA
2023,1163,Campestre,Não,25,12,seca_morta,NA,graminoide
2023,1163,Campestre,Não,25,12,nativa,lianas,NA
2023,1163,Campestre,Não,26,12.5,serrapilheira,NA,NA
2023,1163,Campestre,Não,26,12.5,nativa,graminoide,NA
2023,1163,Campestre,Não,26,12.5,seca_morta,NA,graminoide
2023,1163,Campestre,Não,26,12.5,nativa,lianas,NA
2023,1163,Campestre,Não,27,13,serrapilheira,NA,NA
2023,1163,Campestre,Não,27,13,nativa,graminoide,NA
2023,1163,Campestre,Não,27,13,seca_morta,NA,graminoide
2023,1163,Campestre,Não,27,13,nativa,lianas,NA
2023,1163,Campestre,Não,28,13.5,serrapilheira,NA,NA
2023,1163,Campestre,Não,28,13.5,nativa,lianas,NA
2023,1163,Campestre,Não,28,13.5,seca_morta,NA,graminoide
2023,1163,Campestre,Não,28,13.5,nativa,graminoide,NA
2023,1163,Campestre,Não,29,14,serrapilheira,NA,NA
2023,1163,Campestre,Não,29,14,nativa,graminoide,NA
2023,1163,Campestre,Não,29,14,seca_morta,NA,graminoide
2023,1163,Campestre,Não,29,14,nativa,lianas,NA
2023,1163,Campestre,Não,30,14.5,serrapilheira,NA,NA
2023,1163,Campestre,Não,30,14.5,nativa,graminoide,NA
2023,1163,Campestre,Não,30,14.5,seca_morta,NA,graminoide
2023,1163,Campestre,Não,30,14.5,nativa,lianas,NA
2023,1163,Campestre,Não,31,15,serrapilheira,NA,NA
2023,1163,Campestre,Não,31,15,nativa,lianas,NA
2023,1163,Campestre,Não,31,15,seca_morta,NA,graminoide
2023,1163,Campestre,Não,32,15.5,serrapilheira,NA,NA
2023,1163,Campestre,Não,32,15.5,nativa,lianas,NA
2023,1163,Campestre,Não,32,15.5,seca_morta,NA,graminoide
2023,1163,Campestre,Não,32,15.5,nativa,graminoide,NA
2023,1163,Campestre,Não,33,16,serrapilheira,NA,NA
2023,1163,Campestre,Não,33,16,nativa,lianas,NA
2023,1163,Campestre,Não,33,16,seca_morta,NA,graminoide
2023,1163,Campestre,Não,33,16,nativa,graminoide,NA
2023,1163,Campestre,Não,34,16.5,serrapilheira,NA,NA
2023,1163,Campestre,Não,34,16.5,nativa,graminoide,NA
2023,1163,Campestre,Não,34,16.5,seca_morta,NA,graminoide
2023,1163,Campestre,Não,34,16.5,nativa,lianas,NA
2023,1163,Campestre,Não,35,17,serrapilheira,NA,NA
2023,1163,Campestre,Não,35,17,nativa,graminoide,NA
2023,1163,Campestre,Não,35,17,seca_morta,NA,graminoide
2023,1163,Campestre,Não,35,17,nativa,lianas,NA
2023,1163,Campestre,Não,36,17.5,serrapilheira,NA,NA
2023,1163,Campestre,Não,36,17.5,nativa,erva_nao_graminoide,NA
2023,1163,Campestre,Não,36,17.5,seca_morta,NA,graminoide
2023,1163,Campestre,Não,36,17.5,nativa,lianas,NA
2023,1163,Campestre,Não,37,18,serrapilheira,NA,NA
2023,1163,Campestre,Não,37,18,nativa,graminoide,NA
2023,1163,Campestre,Não,37,18,seca_morta,NA,graminoide
2023,1163,Campestre,Não,37,18,nativa,lianas,NA
2023,1163,Campestre,Não,38,18.5,serrapilheira,NA,NA
2023,1163,Campestre,Não,38,18.5,nativa,graminoide,NA
2023,1163,Campestre,Não,38,18.5,seca_morta,NA,graminoide
2023,1163,Campestre,Não,38,18.5,nativa,lianas,NA
2023,1163,Campestre,Não,39,19,serrapilheira,NA,NA
2023,1163,Campestre,Não,39,19,nativa,graminoide,NA
2023,1163,Campestre,Não,39,19,seca_morta,NA,graminoide
2023,1163,Campestre,Não,39,19,nativa,lianas,NA
2023,1163,Campestre,Não,40,19.5,serrapilheira,NA,NA
2023,1163,Campestre,Não,40,19.5,seca_morta,NA,graminoide
2023,1163,Campestre,Não,40,19.5,nativa,graminoide,NA
2023,1163,Campestre,Não,40,19.5,nativa,lianas,NA
2023,1163,Campestre,Não,41,20,serrapilheira,NA,NA
2023,1163,Campestre,Não,41,20,nativa,graminoide,NA
2023,1163,Campestre,Não,41,20,seca_morta,NA,graminoide
2023,1163,Campestre,Não,42,20.5,serrapilheira,NA,NA
2023,1163,Campestre,Não,42,20.5,nativa,graminoide,NA
2023,1163,Campestre,Não,42,20.5,seca_morta,NA,graminoide
2023,1163,Campestre,Não,42,20.5,nativa,lianas,NA
2023,1163,Campestre,Não,43,21,serrapilheira,NA,NA
2023,1163,Campestre,Não,43,21,nativa,graminoide,NA
2023,1163,Campestre,Não,43,21,seca_morta,NA,graminoide
2023,1163,Campestre,Não,43,21,nativa,lianas,NA
2023,1163,Campestre,Não,44,21.5,serrapilheira,NA,NA
2023,1163,Campestre,Não,44,21.5,nativa,graminoide,NA
2023,1163,Campestre,Não,44,21.5,seca_morta,NA,graminoide
2023,1163,Campestre,Não,44,21.5,nativa,lianas,NA
2023,1163,Campestre,Não,45,22,serrapilheira,NA,NA
2023,1163,Campestre,Não,45,22,nativa,graminoide,NA
2023,1163,Campestre,Não,45,22,seca_morta,NA,graminoide
2023,1163,Campestre,Não,45,22,nativa,lianas,NA
2023,1163,Campestre,Não,46,22.5,serrapilheira,NA,NA
2023,1163,Campestre,Não,46,22.5,nativa,graminoide,NA
2023,1163,Campestre,Não,46,22.5,seca_morta,NA,graminoide
2023,1163,Campestre,Não,46,22.5,nativa,lianas,NA
2023,1163,Campestre,Não,47,23,serrapilheira,NA,NA
2023,1163,Campestre,Não,47,23,nativa,lianas,NA
2023,1163,Campestre,Não,47,23,seca_morta,NA,graminoide
2023,1163,Campestre,Não,48,23.5,serrapilheira,NA,NA
2023,1163,Campestre,Não,48,23.5,nativa,lianas,NA
2023,1163,Campestre,Não,48,23.5,seca_morta,NA,graminoide
2023,1163,Campestre,Não,49,24,serrapilheira,NA,NA
2023,1163,Campestre,Não,49,24,nativa,lianas,NA
2023,1163,Campestre,Não,49,24,seca_morta,NA,graminoide
2023,1163,Campestre,Não,50,24.5,serrapilheira,NA,NA
2023,1163,Campestre,Não,50,24.5,nativa,lianas,NA
2023,1163,Campestre,Não,50,24.5,seca_morta,NA,graminoide
2023,1163,Campestre,Não,51,25,serrapilheira,NA,NA
2023,1163,Campestre,Não,51,25,nativa,lianas,NA
2023,1163,Campestre,Não,51,25,seca_morta,NA,graminoide
2023,1163,Campestre,Não,52,25.5,serrapilheira,NA,NA
2023,1163,Campestre,Não,52,25.5,nativa,lianas,NA
2023,1163,Campestre,Não,52,25.5,seca_morta,NA,graminoide
2023,1163,Campestre,Não,53,26,serrapilheira,NA,NA
2023,1163,Campestre,Não,53,26,nativa,graminoide,NA
2023,1163,Campestre,Não,53,26,seca_morta,NA,graminoide
2023,1163,Campestre,Não,53,26,nativa,lianas,NA
2023,1163,Campestre,Não,54,26.5,serrapilheira,NA,NA
2023,1163,Campestre,Não,54,26.5,nativa,graminoide,NA
2023,1163,Campestre,Não,54,26.5,seca_morta,NA,graminoide
2023,1163,Campestre,Não,54,26.5,nativa,lianas,NA
2023,1163,Campestre,Não,55,27,serrapilheira,NA,NA
2023,1163,Campestre,Não,55,27,nativa,graminoide,NA
2023,1163,Campestre,Não,55,27,seca_morta,NA,graminoide
2023,1163,Campestre,Não,55,27,nativa,lianas,NA
2023,1163,Campestre,Não,56,27.5,serrapilheira,NA,NA
2023,1163,Campestre,Não,56,27.5,nativa,lianas,NA
2023,1163,Campestre,Não,56,27.5,seca_morta,NA,graminoide
2023,1163,Campestre,Não,57,28,serrapilheira,NA,NA
2023,1163,Campestre,Não,57,28,seca_morta,NA,graminoide
2023,1163,Campestre,Não,58,28.5,serrapilheira,NA,NA
2023,1163,Campestre,Não,58,28.5,seca_morta,NA,graminoide
2023,1163,Campestre,Não,59,29,serrapilheira,NA,NA
2023,1163,Campestre,Não,59,29,seca_morta,NA,graminoide
2023,1163,Campestre,Não,59,29,nativa,graminoide,NA
2023,1163,Campestre,Não,60,29.5,serrapilheira,NA,NA
2023,1163,Campestre,Não,60,29.5,nativa,graminoide,NA
2023,1163,Campestre,Não,60,29.5,seca_morta,NA,graminoide
2023,1163,Campestre,Não,61,30,serrapilheira,NA,NA
2023,1163,Campestre,Não,61,30,nativa,graminoide,NA
2023,1163,Campestre,Não,61,30,seca_morta,NA,graminoide
2023,1163,Campestre,Não,62,30.5,serrapilheira,NA,NA
2023,1163,Campestre,Não,62,30.5,nativa,graminoide,NA
2023,1163,Campestre,Não,62,30.5,seca_morta,NA,graminoide
2023,1163,Campestre,Não,63,31,serrapilheira,NA,NA
2023,1163,Campestre,Não,63,31,nativa,graminoide,NA
2023,1163,Campestre,Não,63,31,seca_morta,NA,graminoide
2023,1163,Campestre,Não,63,31,nativa,lianas,NA
2023,1163,Campestre,Não,64,31.5,serrapilheira,NA,NA
2023,1163,Campestre,Não,64,31.5,nativa,lianas,NA
2023,1163,Campestre,Não,64,31.5,seca_morta,NA,graminoide
2023,1163,Campestre,Não,65,32,serrapilheira,NA,NA
2023,1163,Campestre,Não,65,32,nativa,lianas,NA
2023,1163,Campestre,Não,65,32,seca_morta,NA,graminoide
2023,1163,Campestre,Não,66,32.5,serrapilheira,NA,NA
2023,1163,Campestre,Não,66,32.5,nativa,lianas,NA
2023,1163,Campestre,Não,66,32.5,seca_morta,NA,graminoide
2023,1163,Campestre,Não,67,33,serrapilheira,NA,NA
2023,1163,Campestre,Não,67,33,nativa,lianas,NA
2023,1163,Campestre,Não,67,33,seca_morta,NA,graminoide
2023,1163,Campestre,Não,68,33.5,serrapilheira,NA,NA
2023,1163,Campestre,Não,68,33.5,nativa,graminoide,NA
2023,1163,Campestre,Não,68,33.5,seca_morta,NA,graminoide
2023,1163,Campestre,Não,68,33.5,nativa,lianas,NA
2023,1163,Campestre,Não,69,34,serrapilheira,NA,NA
2023,1163,Campestre,Não,69,34,nativa,lianas,NA
2023,1163,Campestre,Não,69,34,seca_morta,NA,graminoide
2023,1163,Campestre,Não,69,34,nativa,graminoide,NA
2023,1163,Campestre,Não,70,34.5,serrapilheira,NA,NA
2023,1163,Campestre,Não,70,34.5,nativa,graminoide,NA
2023,1163,Campestre,Não,70,34.5,seca_morta,NA,graminoide
2023,1163,Campestre,Não,71,35,serrapilheira,NA,NA
2023,1163,Campestre,Não,71,35,nativa,graminoide,NA
2023,1163,Campestre,Não,71,35,seca_morta,NA,graminoide
2023,1163,Campestre,Não,72,35.5,serrapilheira,NA,NA
2023,1163,Campestre,Não,72,35.5,nativa,graminoide,NA
2023,1163,Campestre,Não,72,35.5,seca_morta,NA,graminoide
2023,1163,Campestre,Não,73,36,serrapilheira,NA,NA
2023,1163,Campestre,Não,73,36,nativa,graminoide,NA
2023,1163,Campestre,Não,73,36,seca_morta,NA,graminoide
2023,1163,Campestre,Não,74,36.5,serrapilheira,NA,NA
2023,1163,Campestre,Não,74,36.5,nativa,graminoide,NA
2023,1163,Campestre,Não,74,36.5,seca_morta,NA,graminoide
2023,1163,Campestre,Não,75,37,serrapilheira,NA,NA
2023,1163,Campestre,Não,75,37,seca_morta,NA,graminoide
2023,1163,Campestre,Não,76,37.5,serrapilheira,NA,NA
2023,1163,Campestre,Não,76,37.5,nativa,graminoide,NA
2023,1163,Campestre,Não,76,37.5,seca_morta,NA,graminoide
2023,1163,Campestre,Não,77,38,serrapilheira,NA,NA
2023,1163,Campestre,Não,77,38,nativa,graminoide,NA
2023,1163,Campestre,Não,77,38,seca_morta,NA,graminoide
2023,1163,Campestre,Não,78,38.5,serrapilheira,NA,NA
2023,1163,Campestre,Não,78,38.5,nativa,graminoide,NA
2023,1163,Campestre,Não,78,38.5,seca_morta,NA,graminoide
2023,1163,Campestre,Não,79,39,serrapilheira,NA,NA
2023,1163,Campestre,Não,79,39,nativa,graminoide,NA
2023,1163,Campestre,Não,79,39,seca_morta,NA,graminoide
2023,1163,Campestre,Não,80,39.5,serrapilheira,NA,NA
2023,1163,Campestre,Não,80,39.5,nativa,graminoide,NA
2023,1163,Campestre,Não,80,39.5,seca_morta,NA,graminoide
2023,1163,Campestre,Não,81,40,serrapilheira,NA,NA
2023,1163,Campestre,Não,81,40,nativa,graminoide,NA
2023,1163,Campestre,Não,81,40,seca_morta,NA,graminoide
2023,1163,Campestre,Não,82,40.5,serrapilheira,NA,NA
2023,1163,Campestre,Não,82,40.5,nativa,graminoide,NA
2023,1163,Campestre,Não,82,40.5,seca_morta,NA,graminoide
2023,1163,Campestre,Não,83,41,nativa,graminoide,NA
2023,1163,Campestre,Não,83,41,serrapilheira,NA,NA
2023,1163,Campestre,Não,83,41,seca_morta,NA,graminoide
2023,1163,Campestre,Não,84,41.5,serrapilheira,NA,NA
2023,1163,Campestre,Não,84,41.5,seca_morta,NA,graminoide
2023,1163,Campestre,Não,85,42,serrapilheira,NA,NA
2023,1163,Campestre,Não,85,42,nativa,graminoide,NA
2023,1163,Campestre,Não,85,42,seca_morta,NA,graminoide
2023,1163,Campestre,Não,86,42.5,serrapilheira,NA,NA
2023,1163,Campestre,Não,86,42.5,seca_morta,NA,graminoide
2023,1163,Campestre,Não,87,43,serrapilheira,NA,NA
2023,1163,Campestre,Não,87,43,nativa,graminoide,NA
2023,1163,Campestre,Não,87,43,seca_morta,NA,graminoide
2023,1163,Campestre,Não,88,43.5,serrapilheira,NA,NA
2023,1163,Campestre,Não,88,43.5,nativa,graminoide,NA
2023,1163,Campestre,Não,88,43.5,seca_morta,NA,graminoide
2023,1163,Campestre,Não,89,44,serrapilheira,NA,NA
2023,1163,Campestre,Não,89,44,nativa,graminoide,NA
2023,1163,Campestre,Não,89,44,seca_morta,NA,graminoide
2023,1163,Campestre,Não,90,44.5,serrapilheira,NA,NA
2023,1163,Campestre,Não,90,44.5,seca_morta,NA,graminoide
2023,1163,Campestre,Não,90,44.5,nativa,graminoide,NA
2023,1163,Campestre,Não,91,45,serrapilheira,NA,NA
2023,1163,Campestre,Não,91,45,nativa,graminoide,NA
2023,1163,Campestre,Não,91,45,seca_morta,NA,graminoide
2023,1163,Campestre,Não,92,45.5,serrapilheira,NA,NA
2023,1163,Campestre,Não,92,45.5,nativa,graminoide,NA
2023,1163,Campestre,Não,92,45.5,seca_morta,NA,graminoide
2023,1163,Campestre,Não,93,46,serrapilheira,NA,NA
2023,1163,Campestre,Não,93,46,nativa,graminoide,NA
2023,1163,Campestre,Não,93,46,seca_morta,NA,graminoide
2023,1163,Campestre,Não,94,46.5,serrapilheira,NA,NA
2023,1163,Campestre,Não,94,46.5,nativa,graminoide,NA
2023,1163,Campestre,Não,94,46.5,seca_morta,NA,graminoide
2023,1163,Campestre,Não,95,47,serrapilheira,NA,NA
2023,1163,Campestre,Não,95,47,nativa,graminoide,NA
2023,1163,Campestre,Não,95,47,seca_morta,NA,graminoide
2023,1163,Campestre,Não,96,47.5,serrapilheira,NA,NA
2023,1163,Campestre,Não,96,47.5,nativa,graminoide,NA
2023,1163,Campestre,Não,96,47.5,seca_morta,NA,graminoide
2023,1163,Campestre,Não,97,48,serrapilheira,NA,NA
2023,1163,Campestre,Não,97,48,nativa,graminoide,NA
2023,1163,Campestre,Não,97,48,seca_morta,NA,graminoide
2023,1163,Campestre,Não,98,48.5,serrapilheira,NA,NA
2023,1163,Campestre,Não,98,48.5,nativa,graminoide,NA
2023,1163,Campestre,Não,98,48.5,seca_morta,NA,graminoide
2023,1163,Campestre,Não,99,49,serrapilheira,NA,NA
2023,1163,Campestre,Não,99,49,nativa,graminoide,NA
2023,1163,Campestre,Não,99,49,seca_morta,NA,graminoide
2023,1163,Campestre,Não,100,49.5,serrapilheira,NA,NA
2023,1163,Campestre,Não,100,49.5,nativa,graminoide,NA
2023,1163,Campestre,Não,100,49.5,seca_morta,NA,graminoide
2023,1163,Campestre,Não,101,50,serrapilheira,NA,NA
2023,1163,Campestre,Não,101,50,nativa,graminoide,NA
2023,1163,Campestre,Não,101,50,seca_morta,NA,graminoide
2023,1140,Campestre,Não,1,0,serrapilheira,NA,NA
2023,1140,Campestre,Não,1,0,nativa,graminoide,NA
2023,1140,Campestre,Não,2,0.5,serrapilheira,NA,NA
2023,1140,Campestre,Não,2,0.5,nativa,graminoide,NA
2023,1140,Campestre,Não,3,1,serrapilheira,NA,NA
2023,1140,Campestre,Não,3,1,nativa,graminoide,NA
2023,1140,Campestre,Não,4,1.5,serrapilheira,NA,NA
2023,1140,Campestre,Não,4,1.5,nativa,graminoide,NA
2023,1140,Campestre,Não,5,2,serrapilheira,NA,NA
2023,1140,Campestre,Não,5,2,nativa,graminoide,NA
2023,1140,Campestre,Não,6,2.5,serrapilheira,NA,NA
2023,1140,Campestre,Não,6,2.5,nativa,graminoide,NA
2023,1140,Campestre,Não,7,3,serrapilheira,NA,NA
2023,1140,Campestre,Não,7,3,nativa,graminoide,NA
2023,1140,Campestre,Não,8,3.5,serrapilheira,NA,NA
2023,1140,Campestre,Não,8,3.5,nativa,graminoide,NA
2023,1140,Campestre,Não,9,4,serrapilheira,NA,NA
2023,1140,Campestre,Não,9,4,nativa,graminoide,NA
2023,1140,Campestre,Não,10,4.5,serrapilheira,NA,NA
2023,1140,Campestre,Não,10,4.5,nativa,graminoide,NA
2023,1140,Campestre,Não,11,5,serrapilheira,NA,NA
2023,1140,Campestre,Não,11,5,nativa,graminoide,NA
2023,1140,Campestre,Não,12,5.5,serrapilheira,NA,NA
2023,1140,Campestre,Não,12,5.5,nativa,graminoide,NA
2023,1140,Campestre,Não,13,6,serrapilheira,NA,NA
2023,1140,Campestre,Não,13,6,nativa,graminoide,NA
2023,1140,Campestre,Não,14,6.5,serrapilheira,NA,NA
2023,1140,Campestre,Não,14,6.5,nativa,graminoide,NA
2023,1140,Campestre,Não,15,7,serrapilheira,NA,NA
2023,1140,Campestre,Não,15,7,nativa,graminoide,NA
2023,1140,Campestre,Não,16,7.5,serrapilheira,NA,NA
2023,1140,Campestre,Não,16,7.5,nativa,graminoide,NA
2023,1140,Campestre,Não,17,8,serrapilheira,NA,NA
2023,1140,Campestre,Não,17,8,nativa,graminoide,NA
2023,1140,Campestre,Não,18,8.5,serrapilheira,NA,NA
2023,1140,Campestre,Não,18,8.5,nativa,graminoide,NA
2023,1140,Campestre,Não,19,9,serrapilheira,NA,NA
2023,1140,Campestre,Não,19,9,nativa,graminoide,NA
2023,1140,Campestre,Não,20,9.5,serrapilheira,NA,NA
2023,1140,Campestre,Não,20,9.5,nativa,graminoide,NA
2023,1140,Campestre,Não,21,10,serrapilheira,NA,NA
2023,1140,Campestre,Não,21,10,nativa,graminoide,NA
2023,1140,Campestre,Não,22,10.5,nativa,graminoide,NA
2023,1140,Campestre,Não,22,10.5,serrapilheira,NA,NA
2023,1140,Campestre,Não,23,11,serrapilheira,NA,NA
2023,1140,Campestre,Não,23,11,nativa,graminoide,NA
2023,1140,Campestre,Não,24,11.5,serrapilheira,NA,NA
2023,1140,Campestre,Não,24,11.5,nativa,graminoide,NA
2023,1140,Campestre,Não,25,12,serrapilheira,NA,NA
2023,1140,Campestre,Não,25,12,nativa,graminoide,NA
2023,1140,Campestre,Não,26,12.5,serrapilheira,NA,NA
2023,1140,Campestre,Não,26,12.5,nativa,graminoide,NA
2023,1140,Campestre,Não,27,13,serrapilheira,NA,NA
2023,1140,Campestre,Não,27,13,nativa,graminoide,NA
2023,1140,Campestre,Não,28,13.5,serrapilheira,NA,NA
2023,1140,Campestre,Não,28,13.5,nativa,graminoide,NA
2023,1140,Campestre,Não,29,14,serrapilheira,NA,NA
2023,1140,Campestre,Não,29,14,nativa,graminoide,NA
2023,1140,Campestre,Não,30,14.5,serrapilheira,NA,NA
2023,1140,Campestre,Não,30,14.5,nativa,graminoide,NA
2023,1140,Campestre,Não,31,15,serrapilheira,NA,NA
2023,1140,Campestre,Não,31,15,nativa,graminoide,NA
2023,1140,Campestre,Não,32,15.5,serrapilheira,NA,NA
2023,1140,Campestre,Não,32,15.5,nativa,graminoide,NA
2023,1140,Campestre,Não,33,16,serrapilheira,NA,NA
2023,1140,Campestre,Não,33,16,nativa,graminoide,NA
2023,1140,Campestre,Não,34,16.5,serrapilheira,NA,NA
2023,1140,Campestre,Não,34,16.5,nativa,graminoide,NA
2023,1140,Campestre,Não,35,17,serrapilheira,NA,NA
2023,1140,Campestre,Não,35,17,nativa,graminoide,NA
2023,1140,Campestre,Não,36,17.5,serrapilheira,NA,NA
2023,1140,Campestre,Não,36,17.5,nativa,graminoide,NA
2023,1140,Campestre,Não,37,18,serrapilheira,NA,NA
2023,1140,Campestre,Não,37,18,nativa,graminoide,NA
2023,1140,Campestre,Não,38,18.5,serrapilheira,NA,NA
2023,1140,Campestre,Não,38,18.5,nativa,graminoide,NA
2023,1140,Campestre,Não,39,19,serrapilheira,NA,NA
2023,1140,Campestre,Não,39,19,nativa,graminoide,NA
2023,1140,Campestre,Não,40,19.5,serrapilheira,NA,NA
2023,1140,Campestre,Não,40,19.5,nativa,graminoide,NA
2023,1140,Campestre,Não,41,20,serrapilheira,NA,NA
2023,1140,Campestre,Não,41,20,nativa,graminoide,NA
2023,1140,Campestre,Não,42,20.5,serrapilheira,NA,NA
2023,1140,Campestre,Não,42,20.5,nativa,graminoide,NA
2023,1140,Campestre,Não,43,21,serrapilheira,NA,NA
2023,1140,Campestre,Não,43,21,nativa,graminoide,NA
2023,1140,Campestre,Não,44,21.5,serrapilheira,NA,NA
2023,1140,Campestre,Não,44,21.5,nativa,graminoide,NA
2023,1140,Campestre,Não,45,22,serrapilheira,NA,NA
2023,1140,Campestre,Não,45,22,nativa,graminoide,NA
2023,1140,Campestre,Não,46,22.5,serrapilheira,NA,NA
2023,1140,Campestre,Não,46,22.5,nativa,graminoide,NA
2023,1140,Campestre,Não,47,23,serrapilheira,NA,NA
2023,1140,Campestre,Não,47,23,nativa,graminoide,NA
2023,1140,Campestre,Não,48,23.5,serrapilheira,NA,NA
2023,1140,Campestre,Não,48,23.5,nativa,graminoide,NA
